tile,dsm,shade_map,zenith,azimuth
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1000_LST.tif,21.539083082332045,120.56573170392895
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_0900_LST.tif,27.979581687520785,90.62082431590646
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1430_LST.tif,57.91219582857566,199.33488476573848
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1000_LST.tif,31.317288294445987,109.23529933528394
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1700_LST.tif,38.58868795910816,249.54190620184147
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1130_LST.tif,51.710806534301284,126.24222631609365
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1800_LST.tif,33.831633926818824,265.15001971226343
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1430_LST.tif,36.30503024921513,197.81547837739342
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_2000_LST.tif,15.80026620160737,288.1285465245905
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1000_LST.tif,37.04125512880281,103.23306166082213
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1930_LST.tif,19.265456017388722,280.3387559017991
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1430_LST.tif,50.39352166500743,197.3757030134018
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_0830_LST.tif,25.589049564861654,84.15531556183349
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1330_LST.tif,28.86089034692272,181.11953843143544
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1330_LST.tif,56.66280304756762,177.10424127945578
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_0900_LST.tif,22.42101232276592,96.2958261759569
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1500_LST.tif,57.484051422642516,214.68260747234072
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1600_LST.tif,42.961654823291276,227.58940907354838
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1830_LST.tif,25.16593766178503,269.0433527637002
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1100_LST.tif,44.8903927285011,122.55453900730916
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1100_LST.tif,21.415396351067105,140.83785314645831
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1730_LST.tif,38.359685833341686,258.74076146245443
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1600_LST.tif,29.28589236109326,223.3421969975724
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1230_LST.tif,55.71966933421504,147.25280460687057
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_0800_LST.tif,18.48326932788807,82.5613980709643
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1230_LST.tif,48.674127068466156,151.88455334449367
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1530_LST.tif,23.346519598877347,213.65064004243402
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1530_LST.tif,50.07425194460849,224.2952499558958
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1300_LST.tif,59.983555893006084,160.44808382340906
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1230_LST.tif,36.052843322508714,160.41358058152176
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1600_LST.tif,49.78218171385291,232.50796199037603
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1530_LST.tif,53.166413776384225,222.69051225365973
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1100_LST.tif,28.742963018266025,135.11629804786008
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_0800_LST.tif,18.896028084712917,79.06875511339636
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1600_LST.tif,46.6254215970219,233.62139108746803
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1600_LST.tif,20.566101435270703,221.05621086529732
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1030_LST.tif,43.6281306298028,109.62936137628206
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1900_LST.tif,24.70289656909015,276.9582605012414
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1100_LST.tif,39.478002113024125,124.06918655001161
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1830_LST.tif,22.25514876381871,263.7130027342677
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1100_LST.tif,45.592551487925846,117.97464430280098
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1830_LST.tif,28.36791592971425,268.7602577341342
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1530_LST.tif,32.19283460268274,215.2961637822877
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1230_LST.tif,27.71580797495275,164.32449774268153
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1230_LST.tif,54.22566016850963,152.34775931538428
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1400_LST.tif,60.876823200053686,188.46838004852623
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1530_LST.tif,46.08866180992132,218.3546746971738
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_0930_LST.tif,34.72005736340752,96.06809337326263
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1930_LST.tif,16.084632910637648,280.66306282902025
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1000_LST.tif,36.59156792242458,107.33125886271691
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1630_LST.tif,47.02473049994435,244.1503308168106
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240815_1700_LST.tif,35.39675013823852,243.69921154815563
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240715_1330_LST.tif,58.8781541655047,172.5874928262364
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240922_1700_LST.tif,22.198571982893668,238.0366201672397
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20241015_1430_LST.tif,27.336625497025015,197.84524160214144
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240515_1430_LST.tif,55.11332323820064,202.36684151950712
189,271110_p_189_2022_06_02_dsm.tif,271110_p_189_Shadow_20240620_1200_LST.tif,55.15352759846945,136.25325743607976
